Unit Price,Unit Cost,Sold Quantity,Sales,COGS,Marketing,Total Expenses,Pre-Sales Inventory,Profit,Margin,Expected Sales,Expected COGS,Expected Profit,Expected Margin,ReportId
3.5,1.99,415.0,1452.5,825.85,149.4,975.25,432.0,477.25,29.73,1602.3,867.64,,45.85,GL721P2
3.5,1.99,274.0,959.0,545.26,98.64,643.9,397.0,315.1,28.51,1158.65,630.14,528.51,45.61,PP3570H
3.5,1.99,580.0,2030.0,1154.2,208.8,1363.0,745.0,667.0,29.0,2239.35,1273.23,966.12,43.14,LV964HV
3.5,1.99,227.0,794.5,451.73,81.72,533.45,318.0,261.04999999999995,28.65,709.5,427.13,282.37,39.8,SR080AF
,1.99,525.0,1837.5,1044.75,189.0,,611.0,603.75,29.37,,1097.61,929.39,,GI099JX
3.5,1.99,662.0,2317.0,1317.38,238.32,1555.6999999999998,884.0,761.3000000000002,28.85,2799.38,1522.44,1276.94,45.62,BW66860
3.5,1.99,580.0,2030.0,1154.2,208.8,1363.0,666.0,667.0,,2239.35,1273.23,966.12,43.14,YE1102K
3.5,1.99,508.0,1778.0,1010.92,182.88,1193.8,555.0,584.2,29.58,1587.77,955.87,631.9,39.8,WM385C0
3.5,1.99,585.0,2047.5,1164.15,210.6,1374.75,876.0,672.75,28.36,,1223.06,1035.6,45.85,WF329R5
3.5,1.99,577.0,2019.5,1148.23,207.72,1355.95,787.0,663.55,28.77,2439.94,1326.96,1112.98,45.62,BH662GY
,1.99,462.0,1617.0,919.38,166.32,1085.7,485.0,531.3,29.71,1783.76,1014.2,769.56,43.14,SA2607X
3.5,1.99,548.0,1918.0,1090.52,197.28,1287.8,598.0,,29.58,1712.79,1031.13,681.66,39.8,IN841CQ
3.5,1.99,641.0,2243.5,,230.76,1506.35,892.0,737.1500000000001,28.68,2474.87,1340.13,1134.74,,BX330BI
3.5,1.99,542.0,1897.0,1078.58,195.12,1273.6999999999998,686.0,623.3000000000002,29.06,2291.94,1246.47,1045.47,45.62,LT136QN
3.5,1.99,346.0,1211.0,688.54,124.56,813.0999999999999,,397.9000000000001,28.94,1335.89,759.55,576.34,43.14,IR325MJ
3.5,1.99,288.0,1008.0,573.12,103.68,676.8,318.0,331.20000000000005,29.54,900.15,541.91,358.24,39.8,JE108VP
3.5,,616.0,2156.0,1225.84,221.76,1447.6,896.0,708.4000000000001,28.49,2378.35,1287.87,1090.48,45.85,SL9485S
3.5,1.99,174.0,609.0,346.26,78.3,424.56,,184.44,25.72,,404.08,360.28,47.13,PK2650I
3.5,1.99,312.0,1092.0,620.88,140.4,761.28,558.0,330.72,24.92,1251.4,691.63,559.77,44.73,GP530UP
3.5,1.99,88.0,308.0,175.12,39.6,,169.0,93.28,24.52,285.73,167.21,118.52,41.48,NG8305S
3.5,1.99,211.0,738.5,419.89,94.95,514.84,317.0,223.66,25.78,846.3,445.46,400.84,47.36,RJ537SL
3.5,1.99,338.0,1183.0,,152.1,824.72,525.0,358.28,25.63,1484.8,784.94,699.86,47.13,MC216W7
3.5,1.99,308.0,1078.0,612.92,138.6,751.52,529.0,326.48,25.13,1235.36,682.76,552.6,44.73,MH112O4
3.5,1.99,338.0,1183.0,672.62,152.1,824.72,667.0,358.28,24.37,1097.46,642.22,455.24,41.48,MI264GP
3.5,1.99,221.0,773.5,439.79,99.45,539.24,365.0,234.26,,886.41,466.57,419.84,47.36,TK712QR
3.5,1.99,,994.0,565.16,127.8,692.9599999999999,507.0,301.0400000000001,24.93,1247.58,659.54,588.04,47.13,ZZ993M0
3.5,1.99,184.0,644.0,366.16,82.8,448.96,316.0,195.04,25.13,738.0,407.88,330.12,44.73,KO479XS
3.5,1.99,163.0,570.5,,73.35,397.72,259.0,172.77999999999997,25.52,529.25,309.71,219.54,41.48,AH050YR
3.5,1.99,130.0,455.0,258.7,,317.2,226.0,137.8,25.07,521.42,274.45,246.97,47.36,SH039WT
3.5,1.99,272.0,952.0,541.28,122.4,663.68,521.0,288.32000000000005,24.54,1194.86,631.67,563.19,47.13,BD838GS
3.5,1.99,195.0,682.5,388.05,87.75,475.8,329.0,206.7,25.22,782.12,432.27,349.85,44.73,YT867P3
3.5,1.99,283.0,990.5,563.17,127.35,690.52,551.0,299.98,24.44,918.88,537.72,381.16,41.48,RF7225C
3.5,,166.0,581.0,330.34,,405.04,315.0,175.96000000000004,,665.81,350.46,315.35,47.36,VH876GX
3.5,1.99,160.0,560.0,318.4,72.0,390.4,297.0,169.60000000000002,24.72,702.86,371.57,331.29,47.13,NO078EQ
,1.99,353.0,1235.5,702.47,158.85,861.32,496.0,374.18,26.07,1415.85,782.51,633.34,44.73,DA9764E
,1.99,,514.5,292.53,66.15,358.67999999999995,272.0,155.82000000000005,24.73,477.3,279.31,197.99,41.48,LM4207Q
3.5,,181.0,633.5,360.19,81.45,441.64,255.0,191.86,26.06,725.97,382.13,343.84,47.36,AI654IZ
3.5,1.99,356.0,1246.0,708.4399999999999,160.2,868.6399999999999,590.0,377.3600000000001,25.31,1563.87,826.74,737.13,47.13,HP4837M
3.5,1.99,339.0,1186.5,674.61,152.55,827.1600000000001,617.0,359.3399999999999,24.83,1359.69,751.48,608.21,44.73,SM028YJ
3.5,1.99,283.0,990.5,563.17,127.35,690.52,559.0,299.98,24.36,918.88,537.72,381.16,41.48,AO770IR
3.5,1.99,242.0,847.0,481.58,108.9,590.48,499.0,256.52,24.1,970.64,510.91,459.73,47.36,TH210KD
3.5,1.99,88.0,308.0,175.12,39.6,,173.0,93.28,24.39,386.57,204.36,182.21,47.14,XS719B1
3.5,1.99,312.0,1092.0,620.88,140.4,761.28,,330.72,25.26,1251.4,691.63,559.77,44.73,QU5341M
3.5,1.99,367.0,1284.5,730.33,165.15,,556.0,389.02,25.74,1191.62,697.33,494.29,41.48,MV768X5
3.5,1.99,103.0,,204.97,46.35,251.32,,109.18,25.83,413.12,217.45,195.67,47.36,WH420HW
3.5,1.99,336.0,1176.0,668.64,151.2,,527.0,356.1600000000001,25.58,1476.01,780.3,695.71,47.13,VR976TX
3.5,1.99,121.0,423.5,240.79,54.45,295.24,245.0,128.26,24.21,485.32,268.23,217.09,44.73,GW269UZ
3.5,1.99,293.0,1025.5,583.07,131.85,714.9200000000001,531.0,310.5799999999999,24.85,951.35,556.72,394.63,41.48,PZ028QQ
3.5,1.99,384.0,1344.0,764.16,172.8,936.96,578.0,407.04,,1540.18,810.7,729.48,47.36,TR936VB
3.5,1.99,103.0,360.5,204.97,46.35,251.32,158.0,109.18,25.68,452.47,239.2,213.27,47.13,PC583JH
3.5,1.99,350.0,1225.0,696.5,157.5,854.0,642.0,371.0,24.78,1403.81,775.86,627.95,44.73,OA134AZ
3.5,1.99,327.0,1144.5,650.73,147.15,797.88,662.0,346.62,,1061.74,621.32,440.42,41.48,HD671RX
3.5,1.99,163.0,570.5,324.37,73.35,397.72,271.0,172.77999999999997,25.3,653.78,344.12,309.66,47.36,XX554ZY
3.5,1.99,270.0,945.0,537.3,121.5,658.8,551.0,286.20000000000005,24.16,1186.08,627.02,559.06,47.14,MZ871RE
3.5,1.99,189.0,661.5,376.11,85.05,461.16,329.0,200.34,,758.06,418.97,339.09,44.73,VG023A9
3.5,1.99,376.0,1316.0,748.24,169.2,917.44,781.0,398.56,24.05,1220.84,714.43,506.41,41.48,ML4203A
3.5,1.99,175.0,612.5,348.25,78.75,427.0,335.0,185.5,24.54,701.91,369.46,332.45,47.36,BQ488DD
3.5,1.99,97.0,339.5,193.03,43.65,236.68,178.0,102.82,24.78,,225.26,200.85,47.14,YW655I9
3.5,1.99,360.0,1260.0,716.4,162.0,878.4,626.0,381.6,25.07,1443.92,798.03,645.89,44.73,PW991MS
3.5,1.99,117.0,409.5,232.83,52.65,285.48,188.0,124.01999999999998,25.47,379.89,222.31,157.58,41.48,YI554KB
,1.99,377.0,1319.5,750.23,169.65,,597.0,399.62,25.54,1512.11,795.92,716.19,47.36,GZ867MN
3.5,1.99,191.0,668.5,380.09,85.95,466.04,314.0,202.46000000000004,25.35,839.04,443.56,395.48,47.13,QU318VL
3.5,1.99,90.0,315.0,179.1,40.5,219.6,127.0,95.4,26.05,360.98,199.51,161.47,44.73,NE808CE
3.5,1.99,206.0,721.0,409.94,92.7,502.64,407.0,218.36,24.36,668.86,391.41,277.45,41.48,VN392KB
3.5,1.99,145.0,507.5,,65.25,353.8,236.0,153.7,25.4,581.58,306.12,275.46,47.36,DM7516K
3.5,1.99,111.0,388.5,220.89,49.95,270.84,229.0,117.66000000000004,24.1,487.61,257.78,229.83,47.13,RW035OV
3.5,1.99,143.0,,284.57,64.35,348.92,296.0,151.58000000000004,24.08,573.56,317.0,256.56,44.73,LU311T8
3.5,1.99,95.0,332.5,189.05,42.75,,,100.7,24.19,308.46,180.51,127.95,,WC301G7
3.5,1.99,320.0,1120.0,636.8,144.0,780.8,525.0,339.20000000000005,25.36,1283.49,675.58,607.91,47.36,DD9658R
3.5,1.99,309.0,1081.5,614.91,139.05,753.96,513.0,327.54,25.31,,717.59,639.81,,YN343HC
3.5,1.99,147.0,514.5,292.53,66.15,358.67999999999995,269.0,155.82000000000005,24.8,589.6,325.86,263.74,44.73,RY644X1
3.5,1.99,83.0,290.5,165.17,37.35,202.52,135.0,87.98000000000002,25.41,269.49,157.71,111.78,,UU525RE
3.5,1.99,218.0,763.0,433.82,98.1,531.92,315.0,231.08000000000004,25.95,874.38,460.24,414.14,47.36,AT077CW
3.5,1.99,253.0,885.5,503.47,113.85,617.3199999999999,,268.18000000000006,24.75,1111.4,587.54,523.86,47.14,RX218AU
3.5,1.99,212.0,,421.88,95.4,517.28,313.0,224.72000000000003,25.86,850.31,469.95,380.36,,CF990X2
3.5,1.99,118.0,413.0,,53.1,287.92,198.0,125.07999999999998,25.25,383.14,224.21,158.93,41.48,YA48170
3.5,1.99,383.0,1340.5,762.17,172.35,934.52,737.0,405.98,24.51,1536.17,808.59,727.58,47.36,XR648EM
3.5,1.99,375.0,1312.5,746.25,168.75,,567.0,397.5,25.75,,870.87,776.46,47.13,VL754Y2
3.5,1.99,140.0,,278.6,63.0,341.6,291.0,148.39999999999998,24.05,561.53,310.35,251.18,44.73,KU411V4
3.5,1.99,306.0,1071.0,608.9399999999999,137.7,746.6399999999999,559.0,324.3600000000001,24.81,993.56,581.42,412.14,41.48,OW048Z8
3.5,1.99,121.0,423.5,240.79,54.45,295.24,222.0,128.26,24.78,,255.45,229.87,47.36,HG424VU
3.5,1.99,101.0,353.5,200.99,45.45,,196.0,107.06,24.46,443.68,234.55,209.13,47.14,LG698YM
3.5,1.99,179.0,626.5,356.21,80.55,436.76,,189.74,24.32,717.95,396.8,321.15,44.73,TL927WW
3.5,1.99,183.0,640.5,364.17,82.35,446.52,376.0,193.98,24.12,594.19,347.71,246.48,,DT588Z8
3.5,1.99,256.0,896.0,509.44,115.2,624.64,369.0,271.36,25.96,1026.79,540.46,486.33,47.36,SY716ZX
,1.99,160.0,560.0,318.4,72.0,390.4,,169.60000000000002,24.49,,371.57,331.29,47.13,PQ729S6
3.5,1.99,214.0,749.0,425.86,96.3,522.16,370.0,226.84000000000003,25.1,858.33,474.38,383.95,44.73,QV240VF
3.5,1.99,255.0,892.5,507.45,,,505.0,270.29999999999995,24.34,827.96,484.52,,41.48,WK921ZE
3.5,1.99,120.0,420.0,238.8,54.0,292.8,173.0,127.2,25.96,481.31,253.34,227.97,47.36,HH564NC
3.5,1.99,328.0,1148.0,652.72,147.6,800.32,633.0,347.67999999999995,24.5,1440.87,761.72,679.15,47.13,RW526VP
3.5,1.99,286.0,1001.0,569.14,128.7,697.8399999999999,572.0,303.1600000000001,24.29,1147.12,633.99,513.13,44.73,AX89699
3.5,1.99,363.0,1270.5,722.37,163.35,885.72,636.0,384.78,25.03,1178.63,689.73,488.9,41.48,HE9908Q
3.5,1.99,241.0,,,108.45,,394.0,255.46000000000004,25.38,966.63,508.8,457.83,47.36,SL06913
3.5,1.99,309.0,1081.5,614.91,139.05,753.96,474.0,327.54,25.68,1357.4,717.59,639.81,47.13,FQ996YP
3.5,1.99,122.0,427.0,242.78,54.9,297.68,198.0,129.32,25.42,489.33,270.44,218.89,44.73,AV486N4
3.5,1.99,179.0,626.5,356.21,80.55,436.76,367.0,189.74,24.13,581.2,340.11,241.09,41.48,IY754UU
3.5,1.99,221.0,773.5,439.79,99.45,539.24,317.0,234.26,25.98,886.41,466.57,419.84,47.36,BN062MS
3.5,1.99,376.0,1316.0,748.24,169.2,917.44,534.0,398.56,26.03,1651.72,873.19,778.53,47.13,KV644QT
3.5,1.99,242.0,847.0,481.58,108.9,590.48,445.0,256.52,24.77,970.64,536.45,434.19,44.73,AS258SS
3.5,1.99,220.0,770.0,437.8,99.0,536.8,330.0,,25.79,714.32,418.02,296.3,41.48,DS4687S
3.5,1.99,345.0,,686.55,155.25,841.8,683.0,365.7000000000001,24.35,1383.76,728.36,655.4,47.36,JG178CP
3.5,1.99,107.0,374.5,212.93,48.15,261.08,,113.42000000000002,25.27,470.04,248.49,221.55,47.13,HP3805G
3.5,1.99,309.0,1081.5,614.91,139.05,753.96,576.0,327.54,24.69,1239.37,684.98,554.39,44.73,VX5694C
3.5,1.99,350.0,1225.0,696.5,157.5,854.0,620.0,371.0,,1136.42,665.03,471.39,41.48,TS017WB
3.5,1.99,145.0,507.5,288.55,65.25,353.8,230.0,153.7,25.53,581.58,306.12,275.46,47.36,KG501ZF
3.5,,205.0,717.5,407.95,92.25,500.2,338.0,217.3,25.34,900.54,476.07,424.47,,IV255RO
3.5,1.99,306.0,1071.0,608.9399999999999,137.7,746.6399999999999,,324.3600000000001,,1227.33,678.33,549.0,44.73,HC712TI
3.5,1.99,,1246.0,708.4399999999999,160.2,,645.0,377.3600000000001,24.85,1155.9,676.43,479.47,41.48,NU764TE
3.5,1.99,198.0,693.0,394.02,89.1,483.12,348.0,209.88,25.01,794.16,418.02,376.14,47.36,UR18230
3.5,1.99,224.0,784.0,445.76,100.8,546.56,339.0,237.44000000000003,25.75,984.01,520.2,463.81,47.13,JQ575IO
3.5,1.99,225.0,787.5,447.75,101.25,549.0,385.0,238.5,25.15,902.45,498.77,403.68,44.73,YH584V1
3.5,1.99,316.0,1106.0,628.84,142.2,771.04,,334.96000000000004,25.23,1026.03,600.42,425.61,41.48,BO617N6
3.5,1.99,344.0,1204.0,684.56,154.8,839.3599999999999,700.0,364.6400000000001,24.18,1379.75,726.25,653.5,47.36,VA727LU
3.5,1.99,369.0,1291.5,734.31,166.05,900.3599999999999,523.0,391.1400000000001,26.03,1620.97,856.93,764.04,47.13,EE425Q7
3.5,1.99,94.0,,187.06,42.3,229.36,137.0,99.64,25.91,,208.37,168.65,44.73,XH106CY
3.5,,253.0,885.5,503.47,113.85,617.3199999999999,409.0,268.18000000000006,25.44,821.47,480.72,340.75,41.48,LM182HR
3.5,1.99,238.0,833.0,473.62,,580.72,467.0,252.28,24.4,954.59,502.46,452.13,47.36,MD081FS
3.5,1.99,333.0,1165.5,662.67,149.85,812.52,683.0,352.98,24.13,1462.83,773.33,689.5,47.13,NP802RH
3.5,1.99,381.0,1333.5,758.1899999999999,171.45,929.64,649.0,403.8600000000001,25.18,1528.15,844.58,683.57,44.73,IH1282G
3.5,1.99,347.0,1214.5,690.53,156.15,846.68,584.0,,25.24,1126.68,659.32,467.36,,FA405IH
3.5,1.99,246.0,861.0,489.54,110.7,,459.0,260.76,24.69,986.68,519.35,467.33,47.36,VX683SC
3.5,1.99,309.0,1081.5,614.91,111.24,726.15,389.0,355.35,29.08,1306.66,710.63,596.03,45.61,NG580F9
3.5,1.99,454.0,1589.0,903.46,163.44,,,522.0999999999999,,1752.87,996.63,756.24,43.14,MU029RN
3.5,1.99,321.0,1123.5,638.79,115.56,754.3499999999999,411.0,369.1500000000001,29.02,1003.3,604.0,399.3,39.8,YQ472OE
3.5,1.99,444.0,1554.0,883.56,159.84,1043.4,540.0,510.60000000000014,,1714.26,928.27,785.99,45.85,MX683H1
3.5,1.99,183.0,640.5,364.17,65.88,430.05,225.0,210.45,29.17,,420.86,352.99,45.61,PX723ES
3.5,1.99,420.0,1470.0,835.8,151.2,987.0,617.0,483.0,28.45,1621.6,922.0,699.6,,EG081TO
3.5,1.99,500.0,1750.0,995.0,180.0,1175.0,722.0,575.0,28.53,1562.77,940.81,621.96,39.8,IP746C5
3.5,1.99,,1543.5,877.59,158.76,1036.35,459.0,507.1500000000001,29.73,,922.0,780.68,45.85,GI386TB
3.5,1.99,393.0,1375.5,782.07,,923.55,441.0,451.94999999999993,29.49,1661.87,903.81,758.06,45.61,MZ3879P
3.5,1.99,119.0,416.5,236.81,42.84,279.65,170.0,136.85000000000002,28.57,459.45,261.23,198.22,43.14,AF406RE
3.5,1.99,404.0,1414.0,803.96,145.44,949.4,470.0,464.5999999999999,29.37,1262.72,760.18,502.54,,SR528RD
3.5,1.99,292.0,1022.0,581.08,105.12,686.2,351.0,,29.25,1127.4,610.48,516.92,,LL969LJ
3.5,1.99,300.0,1050.0,597.0,108.0,705.0,359.0,345.0,,1268.6,689.93,578.67,45.61,ZB859JM
3.5,1.99,,,246.76,44.64,291.4,164.0,142.60000000000002,28.89,478.76,272.21,206.55,43.14,QT052BA
3.5,1.99,385.0,1347.5,766.15,138.6,904.75,512.0,442.75,28.87,1203.33,724.43,478.9,39.8,QP834S1
3.5,1.99,333.0,1165.5,662.67,119.88,782.55,440.0,382.9500000000001,28.89,1285.7,696.2,589.5,45.85,HP39829
3.5,1.99,468.0,1638.0,931.32,168.48,1099.8,527.0,538.2,,1979.02,1076.29,902.73,45.62,CH0945N
3.5,1.99,190.0,665.0,378.1,68.4,446.5,191.0,218.5,29.84,733.58,417.09,316.49,43.14,NC065X4
3.5,1.99,517.0,1809.5,1028.83,186.12,1214.9499999999998,585.0,594.5500000000002,29.46,1615.9,972.8,,39.8,UG032UL
3.5,1.99,225.0,787.5,447.75,81.0,528.75,328.0,258.75,28.48,868.71,470.41,398.3,45.85,MQ343O6
3.5,1.99,156.0,546.0,310.44,56.16,366.6,233.0,179.39999999999998,28.38,659.67,358.76,300.91,45.62,OT861M0
3.5,1.99,336.0,1176.0,668.64,120.96,789.6,454.0,386.4,28.8,1297.28,737.6,559.68,43.14,WR516XG
3.5,1.99,426.0,1491.0,847.74,153.36,1001.1,555.0,489.9,28.95,1331.48,801.57,529.91,39.8,YM688P6
3.5,1.99,436.0,1526.0,867.64,156.96,1024.6,494.0,501.4000000000001,29.46,1683.38,911.54,771.84,45.85,ZC654M7
3.5,1.99,,1361.5,774.11,140.04,914.15,463.0,447.35,29.29,1644.95,894.61,750.34,,MZ774ZV
3.5,1.99,113.0,395.5,224.87,,265.55,155.0,129.95,28.74,436.29,248.06,188.23,43.14,RP609VV
3.5,1.99,384.0,1344.0,764.16,138.24,,536.0,441.6,28.67,1200.21,722.54,477.67,39.8,DV007LI
,1.99,457.0,1599.5,909.43,164.52,1073.95,462.0,525.55,29.82,1764.46,955.45,809.01,45.85,EV967N2
3.5,1.99,135.0,472.5,268.65,48.6,317.25,169.0,155.25,29.1,570.87,310.47,260.4,45.61,OQ837OV
,1.99,417.0,1459.5,829.83,150.12,979.95,540.0,479.55,28.97,1610.02,915.41,694.61,43.14,PF5840B
3.5,1.99,367.0,1284.5,730.33,132.12,862.45,460.0,422.05,29.1,,690.56,456.51,39.8,UA693G0
3.5,1.99,234.0,819.0,465.66,84.24,549.9,258.0,269.1,29.55,903.46,489.22,414.24,45.85,MD946EJ
3.5,1.99,286.0,1001.0,569.14,102.96,672.1,394.0,328.9,,1209.4,657.73,551.67,45.62,AA421GW
3.5,1.99,145.0,507.5,288.55,52.2,340.75,175.0,,29.24,559.84,318.31,241.53,43.14,GJ642ZP
3.5,1.99,301.0,1053.5,598.99,108.36,707.35,434.0,346.15,28.53,940.79,566.37,374.42,39.8,NN380LO
3.5,1.99,501.0,1753.5,996.99,180.36,1177.35,690.0,576.1500000000001,28.73,1934.34,1047.44,886.9,45.85,QI569GW
3.5,1.99,314.0,1099.0,624.86,,737.9,,361.1,28.52,1327.8,722.13,605.67,45.61,TN8796A
3.5,1.99,315.0,1102.5,626.85,113.4,740.25,397.0,362.25,29.08,1216.2,691.5,524.7,43.14,EO913Q7
3.5,1.99,387.0,1354.5,770.13,139.32,909.45,492.0,445.05,29.04,,728.19,481.39,,WU2896U
3.5,1.99,,1739.5,989.03,178.92,1167.95,668.0,571.55,28.82,1918.89,1039.07,879.82,45.85,VO922CB
3.5,1.99,226.0,791.0,449.74,81.36,531.1,,259.9,28.72,955.68,519.75,435.93,45.61,DO3858E
3.5,1.99,222.0,777.0,441.78,79.92,521.6999999999999,268.0,255.30000000000007,29.24,857.13,487.34,369.79,43.14,TG6764E
3.5,1.99,246.0,,489.54,88.56,578.1,284.0,282.9,29.39,768.88,462.88,306.0,39.8,AL951V5
3.5,1.99,522.0,1827.0,1038.78,187.92,1226.7,634.0,600.3,29.21,,1091.34,924.08,,XB0407I
3.5,1.99,418.0,1463.0,831.82,150.48,982.3,440.0,480.69999999999993,29.7,,961.3,806.28,45.61,TK298NZ
3.5,1.99,366.0,1281.0,728.34,131.76,860.1,509.0,420.9,28.69,1413.11,803.45,609.66,43.14,DO2102P
3.5,1.99,289.0,1011.5,575.11,104.04,679.15,399.0,332.35,28.72,903.28,543.79,359.49,39.8,MF0690G
3.5,1.99,402.0,1407.0,799.98,144.72,944.7,473.0,462.3,29.33,1552.1,840.46,711.64,45.85,NS611PH
,1.99,501.0,1753.5,996.99,180.36,1177.35,677.0,576.1500000000001,28.8,2118.56,1152.18,966.38,45.61,KD272MI
3.5,1.99,495.0,1732.5,985.05,178.2,1163.25,666.0,569.25,28.82,1911.17,1086.64,824.53,43.14,PY899UN
3.5,1.99,288.0,1008.0,573.12,103.68,676.8,307.0,331.20000000000005,29.66,900.15,541.91,358.24,39.8,SA141R2
3.5,1.99,441.0,1543.5,877.59,158.76,1036.35,531.0,507.1500000000001,29.24,1702.68,922.0,780.68,45.85,PT008FR
3.5,1.99,305.0,1067.5,606.95,109.8,716.75,345.0,350.75,29.46,1289.74,701.43,588.31,,SJ969CX
3.5,1.99,208.0,728.0,413.92,74.88,488.8,282.0,239.2,28.79,803.08,456.61,346.47,43.14,BL5066E
3.5,1.99,270.0,945.0,537.3,97.2,634.5,403.0,310.5,28.38,843.89,508.04,335.85,39.8,OZ6277T
3.5,1.99,357.0,1249.5,710.43,128.52,838.9499999999999,419.0,410.55000000000007,29.34,1378.36,746.38,,,VJ393GU
,1.99,237.0,829.5,471.63,85.32,556.95,313.0,272.54999999999995,28.9,1002.19,545.04,457.15,45.62,TC125GO
3.5,1.99,176.0,616.0,,63.36,413.6,251.0,202.4,28.58,679.53,386.36,293.17,43.14,BU1919P
3.5,1.99,327.0,1144.5,650.73,117.72,768.45,449.0,376.05,28.74,1022.05,615.29,406.76,39.8,SV0882G
3.5,1.99,469.0,1641.5,933.31,168.84,1102.15,630.0,539.3500000000001,,1810.79,980.54,830.25,45.85,GV2349T
3.5,1.99,243.0,850.5,483.57,87.48,571.05,337.0,279.45000000000005,28.7,,558.84,468.73,45.62,AY854C1
,1.99,165.0,577.5,328.35,59.4,387.75,224.0,189.75,28.78,,362.21,274.85,43.14,FL4424P
3.5,1.99,338.0,1183.0,672.62,121.68,794.3,369.0,388.7000000000001,29.58,1056.43,635.99,420.44,39.8,RJ508DL
3.5,,302.0,,600.98,108.72,709.7,320.0,347.29999999999995,29.68,1166.01,631.39,534.62,,HA638J7
3.5,1.99,309.0,1081.5,614.91,111.24,726.15,338.0,355.35,29.58,,710.63,596.03,45.61,CP8453V
3.5,1.99,519.0,1816.5,1032.81,186.84,1219.65,742.0,596.8500000000001,28.57,2003.84,1139.32,864.52,43.14,KM730XR
3.5,1.99,,1186.5,674.61,122.04,796.65,382.0,389.85,29.48,1059.56,637.87,421.69,39.8,SN967M8
3.5,1.99,425.0,,845.75,153.0,998.75,551.0,488.75,28.97,1640.91,888.54,752.37,45.85,SW085HH
3.5,1.99,118.0,413.0,234.82,42.48,277.3,,135.7,29.32,498.98,271.37,227.61,45.62,MG043KB
3.5,1.99,374.0,1309.0,744.26,134.64,878.9,384.0,430.1,29.78,1444.0,821.02,622.98,43.14,JK715V7
3.5,1.99,344.0,,684.56,123.84,808.4,504.0,395.6,28.46,1075.18,647.28,427.9,39.8,ZZ19204
3.5,1.99,472.0,1652.0,939.28,169.92,1109.2,537.0,542.8,29.44,1822.37,986.81,835.56,,XQ8509M
3.5,1.99,471.0,1648.5,937.29,169.56,1106.85,606.0,541.6500000000001,29.0,1991.7,1083.19,908.51,45.61,HJ569O0
3.5,1.99,438.0,1533.0,871.62,157.68,1029.3,475.0,503.7000000000001,29.6,,961.51,729.59,43.14,FX928UX
3.5,1.99,381.0,1333.5,758.1899999999999,137.16,895.3499999999999,483.0,438.1500000000001,29.05,1190.83,716.9,473.93,39.8,YH693JQ
3.5,1.99,389.0,1361.5,774.11,140.04,,408.0,447.35,29.71,1501.91,813.28,688.63,45.85,MQ780Z2
3.5,1.99,476.0,1666.0,947.24,171.36,1118.6,703.0,547.4000000000001,28.43,2012.84,1094.69,918.15,45.61,GD570S4
3.5,1.99,219.0,766.5,435.81,78.84,514.65,282.0,251.85,28.99,845.55,480.76,364.79,43.14,BM541A2
3.5,1.99,182.0,637.0,362.18,65.52,427.7,236.0,209.3,,568.85,342.46,226.39,39.8,EF341TB
3.5,1.99,153.0,535.5,304.47,55.08,359.54999999999995,155.0,175.95000000000005,,590.73,319.88,270.85,45.85,ZO520AP
3.5,1.99,261.0,913.5,519.39,93.96,613.35,298.0,300.15,29.43,1103.68,600.24,503.44,45.61,EP704X1
3.5,1.99,232.0,812.0,,83.52,,283.0,266.79999999999995,29.2,895.74,509.29,386.45,43.14,YW045P3
3.5,1.99,232.0,812.0,461.68,83.52,545.2,329.0,266.79999999999995,28.6,725.12,436.54,288.58,39.8,NS969JL
,1.99,399.0,1396.5,794.01,143.64,937.65,487.0,458.85,29.2,1540.52,834.19,706.33,45.85,YD05437
3.5,1.99,394.0,1379.0,784.06,141.84,925.9,552.0,453.1,28.65,1666.09,906.11,759.98,,QB9262F
3.5,1.99,254.0,889.0,,91.44,596.9,377.0,292.1,28.4,980.68,557.59,423.09,43.14,OT0252U
3.5,1.99,133.0,465.5,264.67,47.88,312.55,192.0,152.95,28.53,415.7,250.26,165.44,39.8,EE627U4
3.5,1.99,303.0,1060.5,602.97,109.08,712.0500000000001,,348.44999999999993,28.7,1169.87,633.48,536.39,45.85,TL523RE
3.5,1.99,276.0,966.0,549.24,99.36,648.6,392.0,317.4,28.6,1167.11,634.73,532.38,45.62,KR787O3
3.5,1.99,198.0,,394.02,71.28,,250.0,227.70000000000005,29.07,764.47,434.66,329.81,43.14,AD848QD
3.5,1.99,210.0,735.0,417.9,75.6,493.5,238.0,241.5,29.46,656.36,395.14,261.22,39.8,FB4510V
3.5,1.99,399.0,1396.5,794.01,143.64,937.65,,458.85,29.47,1540.52,834.19,706.33,45.85,MU495NW
3.5,1.99,310.0,1085.0,616.9,111.6,728.5,389.0,,29.09,1310.89,712.93,597.96,45.61,NA463Y6
3.5,1.99,192.0,672.0,382.08,69.12,,208.0,220.8,29.61,741.3,421.48,319.82,43.14,MG931YP
3.5,,314.0,1099.0,624.86,113.04,737.9,415.0,361.1,28.89,981.42,590.83,390.59,39.8,XU906GC
3.5,1.99,291.0,1018.5,579.09,104.76,683.85,317.0,334.65,29.59,1123.54,608.39,515.15,45.85,ZJ9653Y
3.5,1.99,308.0,,612.92,110.88,723.8,,354.20000000000005,29.81,1302.43,708.33,594.1,45.61,ND32981
,1.99,452.0,1582.0,899.48,162.72,1062.2,634.0,519.8,28.65,1745.15,992.24,752.91,43.14,UL6564C
